# ID          Name                  Mass(GeV)      Width(GeV)      Degeneracy      B      S      C      b      I        Q      Decays
-9823314      Anti-Ksi(1620)-       1.62000        0.030000        4              -1      2      0      0      0.5      1      2
-9823324      Anti-Ksi(1620)0       1.62000        0.030000        4              -1      2      0      0      0.5      0      2
9823314       Ksi(1620)-            1.62000        0.030000        4               1     -2      0      0      0.5     -1      2
9823324       Ksi(1620)0            1.62000        0.030000        4               1     -2      0      0      0.5      0      2
-7010313      Anti-K(1630)0         1.62900        0.016000        3               0     -1      0      0      0.5      0      3
-7010323      Anti-K(1630)+         1.62900        0.016000        3               0     -1      0      0      0.5     -1      3
7010313       K(1630)0              1.62900        0.016000        3               0      1      0      0      0.5      0      3
7010323       K(1630)+              1.62900        0.016000        3               0      1      0      0      0.5      1      3
9020225       f2(1640)              1.63900        0.099000        5               0      0      0      0      0.0      0      5
-32112        Anti-N(1650)0         1.65000        0.125000        2              -1      0      0      0      0.5      0      13
-32212        Anti-N(1650)+         1.65000        0.125000        2              -1      0      0      0      0.5     -1      13
32112         N(1650)0              1.65000        0.125000        2               1      0      0      0      0.5      0      13
32212         N(1650)+              1.65000        0.125000        2               1      0      0      0      0.5      1      13
-9020213      a1(1640)-             1.65500        0.254000        3               0      0      0      0      1.0     -1      5
9020113       a1(1640)0             1.65500        0.254000        3               0      0      0      0      1.0      0      5
9020213       a1(1640)+             1.65500        0.254000        3               0      0      0      0      1.0      1      5
-13112        Anti-Sigma(1660)-     1.66000        0.200000        2              -1      1      0      0      1.0      1      8
-13212        Anti-Sigma(1660)0     1.66000        0.200000        2              -1      1      0      0      1.0      0      9
-13222        Anti-Sigma(1660)+     1.66000        0.200000        2              -1      1      0      0      1.0     -1      8
13112         Sigma(1660)-          1.66000        0.200000        2               1     -1      0      0      1.0     -1      8
13212         Sigma(1660)0          1.66000        0.200000        2               1     -1      0      0      1.0      0      9
13222         Sigma(1660)+          1.66000        0.200000        2               1     -1      0      0      1.0      1      8
-9010213      pi1(1600)-            1.66100        0.240000        3               0      0      0      0      1.0     -1      7
9010113       pi1(1600)0            1.66100        0.240000        3               0      0      0      0      1.0      0      7
9010213       pi1(1600)+            1.66100        0.240000        3               0      0      0      0      1.0      1      7
227           omega3(1670)          1.66700        0.168000        7               0      0      0      0      0.0      0      5
30223         omega(1650)           1.67000        0.315000        3               0      0      0      0      0.0      0      6
-10215        pi2(1670)-            1.67060        0.258000        5               0      0      0      0      1.0     -1      5
10115         pi2(1670)0            1.67060        0.258000        5               0      0      0      0      1.0      0      7
10215         pi2(1670)+            1.67060        0.258000        5               0      0      0      0      1.0      1      5
-9000313      Anti-K1(1650)0        1.67200        0.158000        3               0     -1      0      0      0.5      0      4
-9000323      Anti-K1(1650)+        1.67200        0.158000        3               0     -1      0      0      0.5     -1      4
9000313       K1(1650)0             1.67200        0.158000        3               0      1      0      0      0.5      0      4
9000323       K1(1650)+             1.67200        0.158000        3               0      1      0      0      0.5      1      4
-3334         Anti-Omega            1.67245        0.000000        4              -1      3      0      0      0.0      1      1
3334          Omega                 1.67245        0.000000        4               1     -3      0      0      0.0     -1      1
-33122        Anti-Lambda(1670)     1.67400        0.030000        2              -1      1      0      0      0.0      0      11
33122         Lambda(1670)          1.67400        0.030000        2               1     -1      0      0      0.0      0      11
-13114        Anti-Sigma(1670)-     1.67500        0.070000        4              -1      1      0      0      1.0      1      5
-13214        Anti-Sigma(1670)0     1.67500        0.070000        4              -1      1      0      0      1.0      0      6
-13224        Anti-Sigma(1670)+     1.67500        0.070000        4              -1      1      0      0      1.0     -1      5
13114         Sigma(1670)-          1.67500        0.070000        4               1     -1      0      0      1.0     -1      5
13214         Sigma(1670)0          1.67500        0.070000        4               1     -1      0      0      1.0      0      6
13224         Sigma(1670)+          1.67500        0.070000        4               1     -1      0      0      1.0      1      5
-2116         Anti-N(1675)0         1.67500        0.145000        6              -1      0      0      0      0.5      0      10
-2216         Anti-N(1675)+         1.67500        0.145000        6              -1      0      0      0      0.5     -1      10
2116          N(1675)0              1.67500        0.145000        6               1      0      0      0      0.5      0      10
2216          N(1675)+              1.67500        0.145000        6               1      0      0      0      0.5      1      10
100333        phi(1680)             1.68000        0.150000        3               0      0      0      0      0.0      0      9
-12116        Anti-N(1680)0         1.68500        0.120000        6              -1      0      0      0      0.5      0      20
-12216        Anti-N(1680)+         1.68500        0.120000        6              -1      0      0      0      0.5     -1      20
12116         N(1680)0              1.68500        0.120000        6               1      0      0      0      0.5      0      20
12216         N(1680)+              1.68500        0.120000        6               1      0      0      0      0.5      1      20
-217          rho3(1690)-           1.68880        0.161000        7               0      0      0      0      1.0     -1      6
117           rho3(1690)0           1.68880        0.161000        7               0      0      0      0      1.0      0      8
217           rho3(1690)+           1.68880        0.161000        7               0      0      0      0      1.0      1      6
-13124        Anti-Lambda(1690)     1.69000        0.070000        4              -1      1      0      0      0.0      0      14
13124         Lambda(1690)          1.69000        0.070000        4               1     -1      0      0      0.0      0      14
-203312       Anti-Ksi(1690)-       1.69000        0.010000        2              -1      2      0      0      0.5      1      5
-203322       Anti-Ksi(1690)0       1.69000        0.010000        2              -1      2      0      0      0.5      0      5
203312        Ksi(1690)-            1.69000        0.010000        2               1     -2      0      0      0.5     -1      5
203322        Ksi(1690)0            1.69000        0.010000        2               1     -2      0      0      0.5      0      5
-9000215      a2(1700)-             1.69800        0.265000        5               0      0      0      0      1.0     -1      5
9000115       a2(1700)0             1.69800        0.265000        5               0      0      0      0      1.0      0      6
9000215       a2(1700)+             1.69800        0.265000        5               0      0      0      0      1.0      1      5
10331         f0(1710)              1.70400        0.123000        1               0      0      0      0      0.0      0      6
-42112        Anti-N(1710)0         1.71000        0.140000        2              -1      0      0      0      0.5      0      16
-42212        Anti-N(1710)+         1.71000        0.140000        2              -1      0      0      0      0.5     -1      16
42112         N(1710)0              1.71000        0.140000        2               1      0      0      0      0.5      0      16
42212         N(1710)+              1.71000        0.140000        2               1      0      0      0      0.5      1      16
-11114        Anti-Delta(1700)-     1.71000        0.300000        4              -1      0      0      0      1.5      1      11
-12114        Anti-Delta(1700)0     1.71000        0.300000        4              -1      0      0      0      1.5      0      19
-12214        Anti-Delta(1700)+     1.71000        0.300000        4              -1      0      0      0      1.5     -1      19
-12224        Anti-Delta(1700)++    1.71000        0.300000        4              -1      0      0      0      1.5     -2      11
11114         Delta(1700)-          1.71000        0.300000        4               1      0      0      0      1.5     -1      11
12114         Delta(1700)0          1.71000        0.300000        4               1      0      0      0      1.5      0      19
12214         Delta(1700)+          1.71000        0.300000        4               1      0      0      0      1.5      1      19
12224         Delta(1700)++         1.71000        0.300000        4               1      0      0      0      1.5      2      11
-9863122      Anti-Lambda(1710)     1.71300        0.180000        2              -1      1      0      0      0.0      0      12
9863122       Lambda(1710)          1.71300        0.180000        2               1     -1      0      0      0.0      0      12
-9831112      Anti-Delta(1750)-     1.71600        0.356000        2              -1      0      0      0      1.5      1      4
-9831212      Anti-Delta(1750)0     1.71600        0.356000        2              -1      0      0      0      1.5      0      7
-9832122      Anti-Delta(1750)+     1.71600        0.356000        2              -1      0      0      0      1.5     -1      7
-9832222      Anti-Delta(1750)++    1.71600        0.356000        2              -1      0      0      0      1.5     -2      4
9831112       Delta(1750)-          1.71600        0.356000        2               1      0      0      0      1.5     -1      4
9831212       Delta(1750)0          1.71600        0.356000        2               1      0      0      0      1.5      0      7
9832122       Delta(1750)+          1.71600        0.356000        2               1      0      0      0      1.5      1      7
9832222       Delta(1750)++         1.71600        0.356000        2               1      0      0      0      1.5      2      4
-30313        Anti-K*(1680)0        1.71800        0.322000        3               0     -1      0      0      0.5      0      7
-30323        Anti-K*(1680)+        1.71800        0.322000        3               0     -1      0      0      0.5     -1      7
30313         K*(1680)0             1.71800        0.322000        3               0      1      0      0      0.5      0      7
30323         K*(1680)+             1.71800        0.322000        3               0      1      0      0      0.5      1      7
-30213        rho(1700)-            1.72000        0.250000        3               0      0      0      0      1.0     -1      2
30113         rho(1700)0            1.72000        0.250000        3               0      0      0      0      1.0      0      3
30213         rho(1700)+            1.72000        0.250000        3               0      0      0      0      1.0      1      2
-21214        Anti-N(1700)0         1.72000        0.200000        4              -1      0      0      0      0.5      0      22
-22124        Anti-N(1700)+         1.72000        0.200000        4              -1      0      0      0      0.5     -1      22
21214         N(1700)0              1.72000        0.200000        4               1      0      0      0      0.5      0      22
22124         N(1700)+              1.72000        0.200000        4               1      0      0      0      0.5      1      22
-31214        Anti-N(1720)0         1.72000        0.250000        4              -1      0      0      0      0.5      0      21
-32124        Anti-N(1720)+         1.72000        0.250000        4              -1      0      0      0      0.5     -1      21
31214         N(1720)0              1.72000        0.250000        4               1      0      0      0      0.5      0      21
32124         N(1720)+              1.72000        0.250000        4               1      0      0      0      0.5      1      21
-23112        Anti-Sigma(1750)-     1.75000        0.150000        2              -1      1      0      0      1.0      1      9
-23212        Anti-Sigma(1750)0     1.75000        0.150000        2              -1      1      0      0      1.0      0      11
-23222        Anti-Sigma(1750)+     1.75000        0.150000        2              -1      1      0      0      1.0     -1      9
23112         Sigma(1750)-          1.75000        0.150000        2               1     -1      0      0      1.0     -1      9
23212         Sigma(1750)0          1.75000        0.150000        2               1     -1      0      0      1.0      0      11
23222         Sigma(1750)+          1.75000        0.150000        2               1     -1      0      0      1.0      1      9
9040221       eta(1760)             1.75100        0.240000        1               0      0      0      0      0.0      0      2
-10315        Anti-K2(1770)0        1.77300        0.186000        5               0     -1      0      0      0.5      0      3
-10325        Anti-K2(1770)+        1.77300        0.186000        5               0     -1      0      0      0.5     -1      3
10315         K2(1770)0             1.77300        0.186000        5               0      1      0      0      0.5      0      3
10325         K2(1770)+             1.77300        0.186000        5               0      1      0      0      0.5      1      3
-3116         Anti-Sigma(1775)-     1.77500        0.120000        6              -1      1      0      0      1.0      1      7
-3216         Anti-Sigma(1775)0     1.77500        0.120000        6              -1      1      0      0      1.0      0      8
-3226         Anti-Sigma(1775)+     1.77500        0.120000        6              -1      1      0      0      1.0     -1      7
3116          Sigma(1775)-          1.77500        0.120000        6               1     -1      0      0      1.0     -1      7
3216          Sigma(1775)0          1.77500        0.120000        6               1     -1      0      0      1.0      0      8
3226          Sigma(1775)+          1.77500        0.120000        6               1     -1      0      0      1.0      1      7
-317          Anti-K3*(1780)0       1.77900        0.161000        7               0     -1      0      0      0.5      0      9
-327          Anti-K3*(1780)+       1.77900        0.161000        7               0     -1      0      0      0.5     -1      9
317           K3*(1780)0            1.77900        0.161000        7               0      1      0      0      0.5      0      9
327           K3*(1780)+            1.77900        0.161000        7               0      1      0      0      0.5      1      9
-9843114      Anti-Sigma(1780)-     1.78000        0.200000        4              -1      1      0      0      1.0      1      4
-9843214      Anti-Sigma(1780)0     1.78000        0.200000        4              -1      1      0      0      1.0      0      5
-9843224      Anti-Sigma(1780)+     1.78000        0.200000        4              -1      1      0      0      1.0     -1      4
9843114       Sigma(1780)-          1.78000        0.200000        4               1     -1      0      0      1.0     -1      4
9843214       Sigma(1780)0          1.78000        0.200000        4               1     -1      0      0      1.0      0      5
9843224       Sigma(1780)+          1.78000        0.200000        4               1     -1      0      0      1.0      1      4
-43122        Anti-Lambda(1800)     1.80000        0.200000        2              -1      1      0      0      0.0      0      13
43122         Lambda(1800)          1.80000        0.200000        2               1     -1      0      0      0.0      0      13
-9010211      pi(1800)-             1.81000        0.215000        1               0      0      0      0      1.0     -1      3
9010111       pi(1800)0             1.81000        0.215000        1               0      0      0      0      1.0      0      2
9010211       pi(1800)+             1.81000        0.215000        1               0      0      0      0      1.0      1      3
-53122        Anti-Lambda(1810)     1.81300        0.110000        2              -1      1      0      0      0.0      0      14
53122         Lambda(1810)          1.81300        0.110000        2               1     -1      0      0      0.0      0      14
9030225       f2(1810)              1.81500        0.197000        5               0      0      0      0      0.0      0      6
-20315        Anti-K2(1820)0        1.81900        0.264000        5               0     -1      0      0      0.5      0      8
-20325        Anti-K2(1820)+        1.81900        0.264000        5               0     -1      0      0      0.5     -1      8
20315         K2(1820)0             1.81900        0.264000        5               0      1      0      0      0.5      0      8
20325         K2(1820)+             1.81900        0.264000        5               0      1      0      0      0.5      1      8
-3126         Anti-Lambda(1820)     1.82000        0.080000        6              -1      1      0      0      0.0      0      15
3126          Lambda(1820)          1.82000        0.080000        6               1     -1      0      0      0.0      0      15
-13314        Anti-Ksi(1820)-       1.82300        0.024000        4              -1      2      0      0      0.5      1      7
-13324        Anti-Ksi(1820)0       1.82300        0.024000        4              -1      2      0      0      0.5      0      7
13314         Ksi(1820)-            1.82300        0.024000        4               1     -2      0      0      0.5     -1      7
13324         Ksi(1820)0            1.82300        0.024000        4               1     -2      0      0      0.5      0      7
-13126        Anti-Lambda(1830)     1.82500        0.090000        6              -1      1      0      0      0.0      0      18
13126         Lambda(1830)          1.82500        0.090000        6               1     -1      0      0      0.0      0      18
10335         eta2(1870)            1.84200        0.225000        5               0      0      0      0      0.0      0      7
337           phi3(1850)            1.85400        0.087000        7               0      0      0      0      0.0      0      6
-11112        Anti-Delta(1900)-     1.86000        0.250000        2              -1      0      0      0      1.5      1      10
-11212        Anti-Delta(1900)0     1.86000        0.250000        2              -1      0      0      0      1.5      0      18
-12122        Anti-Delta(1900)+     1.86000        0.250000        2              -1      0      0      0      1.5     -1      18
